region,rainfall_mm,temperature_c,soil_index,market_distance_km,irrigated,farm_size_ha,high_risk
North,658.5,31.94,0.809,108.3,1,3.34,0
North,646.6,25.37,0.81,48.8,1,3.25,0
North,700.9,27.51,0.438,58.3,1,1.35,0
East,482.4,23.85,0.674,8.9,0,3.5,0
Central,629.7,32.06,0.754,11.3,0,3.89,1
East,683.0,27.27,0.588,16.3,1,4.25,0
South,743.9,27.63,0.679,75.2,1,1.7,0
North,499.1,31.29,0.692,74.5,1,4.93,1
North,568.2,29.35,0.84,123.9,1,1.15,1
South,214.4,25.05,0.864,16.0,1,2.05,1
Central,526.8,25.69,0.881,30.0,1,2.27,0
East,541.3,28.89,0.827,7.1,1,1.2,0
North,467.1,25.75,0.764,9.7,1,2.25,0
South,644.8,21.57,0.855,25.8,0,3.14,0
South,611.6,27.35,0.558,16.6,0,0.83,0
North,281.1,23.36,0.955,16.7,0,2.1,0
Central,652.3,32.03,0.659,20.3,0,0.87,0
East,480.8,28.0,0.903,80.8,1,10.25,1
Central,692.9,24.97,0.533,65.7,1,3.12,0
Central,427.7,25.54,0.767,14.3,0,2.95,1
Central,624.5,22.21,0.88,64.5,0,3.16,0
Central,577.5,24.42,0.651,17.7,0,4.03,0
South,665.5,30.35,0.465,8.7,1,5.13,1
South,638.7,33.75,0.256,19.7,0,0.98,1
Central,581.7,29.53,0.439,39.3,0,6.37,0
East,389.6,27.24,0.76,15.6,0,6.11,0
North,398.4,26.29,0.927,48.2,0,2.6,1
North,532.4,24.82,0.481,20.8,0,2.52,0
South,618.8,33.27,0.359,41.3,1,0.36,0
East,528.8,26.97,0.642,14.1,1,1.21,0
North,713.8,33.42,0.519,32.2,0,3.81,1
North,578.1,31.4,0.418,16.0,0,5.93,1
Central,475.2,22.63,0.485,26.4,0,4.37,0
South,578.3,25.64,0.896,102.7,0,2.59,0
North,653.9,25.63,0.432,23.0,0,9.5,0
Central,668.7,27.28,0.929,11.1,0,5.22,0
South,901.8,27.33,0.607,33.6,0,2.1,0
Central,519.7,35.89,0.75,34.0,1,11.23,1
North,609.0,24.48,0.489,33.9,0,1.33,1
North,683.9,28.14,0.814,46.3,1,1.04,0
Central,616.5,29.23,0.476,22.2,0,2.07,0
Central,544.9,27.5,0.772,49.4,0,1.66,0
East,387.6,27.81,0.752,31.2,0,2.14,0
South,543.4,24.57,0.887,10.5,0,4.57,0
South,458.9,27.8,0.441,54.2,0,2.66,0
East,361.0,28.93,0.475,36.0,1,2.7,0
Central,500.6,28.42,0.733,47.7,1,2.82,1
Central,462.9,29.1,0.905,11.6,0,0.6,1
East,707.6,31.46,0.325,56.3,0,1.02,0
Central,710.2,30.12,0.776,120.0,0,2.12,0
South,484.4,27.7,0.65,10.9,1,1.57,0
South,581.0,24.22,0.692,61.6,0,2.34,0
North,341.3,25.82,0.518,36.1,0,6.77,0
Central,545.8,26.89,0.795,31.5,1,2.59,0
North,679.8,28.21,0.596,56.8,1,1.15,0
North,743.7,26.16,0.492,52.7,1,1.62,0
Central,513.0,24.88,0.454,71.8,0,8.26,0
Central,777.8,24.17,0.758,12.0,0,7.36,0
South,392.6,22.88,0.643,73.7,0,4.0,1
East,432.9,26.84,0.313,41.0,1,0.98,0
South,726.4,23.38,0.398,7.3,1,3.32,0
Central,870.7,24.7,0.47,23.2,0,3.49,0
Central,694.0,26.4,0.651,36.6,1,2.76,0
Central,613.9,23.76,0.723,22.8,0,1.88,0
North,290.7,28.56,0.929,28.7,1,2.15,0
East,316.6,29.57,0.918,20.4,0,1.79,1
Central,639.4,25.96,0.585,160.3,0,1.29,1
North,566.3,26.28,0.565,50.0,0,6.61,1
East,454.1,29.0,0.821,33.5,1,4.82,1
Central,629.8,25.5,0.825,13.8,0,2.26,0
North,637.3,25.31,0.856,72.0,0,3.42,0
North,761.7,30.85,0.908,45.7,1,3.5,0
South,640.5,29.98,0.603,15.1,1,12.46,0
South,804.3,29.18,0.601,15.2,0,4.79,0
North,621.2,30.09,0.93,29.2,1,4.68,0
East,602.7,21.96,0.538,33.8,0,2.79,0
East,779.6,31.29,0.668,49.2,0,2.05,0
East,473.2,28.6,0.919,30.6,0,6.68,1
North,1042.2,30.33,0.663,52.0,0,4.15,1
North,676.3,28.58,0.665,22.8,0,1.59,0
East,677.1,27.64,0.624,30.7,0,3.65,0
Central,698.8,26.73,0.735,73.7,0,4.68,0
South,901.6,28.53,0.715,53.6,0,0.7,0
South,738.9,26.63,0.446,32.0,0,1.49,0
North,379.2,29.93,0.707,40.0,1,3.44,1
South,830.5,23.06,0.712,30.8,1,0.78,0
East,568.9,25.98,0.541,9.8,0,0.86,0
South,636.1,33.23,0.857,90.3,1,2.28,1
Central,428.1,25.75,0.985,15.9,0,3.74,0
East,698.9,26.83,0.706,24.2,0,3.86,0
Central,522.3,25.03,0.89,143.1,0,7.6,1
South,635.0,28.44,0.559,13.4,0,2.87,0
East,577.4,25.44,0.899,29.5,0,2.13,0
South,908.8,26.98,0.771,76.9,1,1.16,0
Central,917.3,29.88,0.797,103.0,0,2.12,0
North,627.0,25.54,0.594,45.2,0,4.31,0
North,629.6,29.71,0.616,72.4,0,4.43,0
Central,564.0,29.8,0.379,27.3,0,3.23,1
Central,785.9,30.45,0.623,2.1,1,3.88,0
South,570.7,27.89,0.654,68.2,1,6.23,0
Central,556.8,36.58,0.684,31.5,1,2.85,1
South,766.8,30.45,0.729,25.0,0,6.61,1
East,539.3,28.41,0.686,23.4,0,1.69,1
Central,614.3,25.05,0.725,51.3,0,2.59,0
South,382.8,27.23,0.481,50.9,1,1.99,1
South,725.6,31.49,0.356,32.2,0,4.55,1
Central,911.1,32.29,0.611,43.7,0,1.41,0
North,728.2,31.64,0.405,13.2,0,2.21,0
South,839.3,29.7,0.685,27.6,1,0.81,0
East,493.1,23.98,0.883,13.7,0,4.0,0
South,655.4,28.86,0.743,13.3,1,6.11,1
East,478.5,24.02,0.736,40.9,0,4.91,0
East,585.8,23.34,0.727,33.5,0,4.61,0
Central,735.8,28.17,0.648,22.9,0,4.69,0
South,635.3,28.96,0.886,26.6,0,4.28,0
Central,408.1,30.03,0.935,43.3,0,4.05,0
East,422.7,28.89,0.548,52.1,1,4.23,1
North,412.8,28.99,0.802,46.5,0,1.78,0
Central,693.7,24.74,0.607,7.0,0,2.39,0
East,929.6,27.21,0.736,3.3,0,2.85,0
Central,824.4,23.28,0.461,17.2,0,2.19,0
South,335.6,21.89,0.232,3.3,1,0.98,0
Central,833.2,29.57,0.821,83.5,0,1.22,0
East,760.5,25.39,0.587,26.0,1,3.16,0
East,388.2,29.94,0.637,10.4,0,4.9,1
Central,574.5,30.6,0.365,25.7,0,2.73,1
South,784.3,25.77,0.938,5.4,1,16.4,1
Central,702.6,29.15,0.772,10.7,0,1.5,0
South,423.6,25.65,0.89,24.3,1,3.63,0
South,711.6,22.33,0.601,21.3,0,6.29,0
East,299.4,27.85,0.538,24.1,0,5.43,0
North,586.6,26.18,0.372,44.3,1,4.16,0
North,790.7,26.27,0.871,60.9,0,5.45,0
South,622.8,33.03,0.508,35.0,1,2.82,0
South,545.2,23.23,0.621,63.0,1,8.01,0
Central,753.4,28.57,0.639,21.7,0,6.26,0
North,766.2,24.71,0.611,68.8,0,1.56,0
Central,816.5,30.04,0.549,35.4,1,3.35,0
East,751.2,28.34,0.638,57.4,0,0.99,0
North,782.2,28.56,0.847,22.0,1,7.31,0
Central,729.9,24.85,0.799,34.3,0,3.14,0
East,659.8,25.36,0.786,111.8,0,6.53,0
North,633.4,30.1,0.123,34.1,0,2.53,0
South,584.4,32.46,0.766,60.5,1,0.81,0
Central,438.1,28.84,0.288,65.5,1,15.09,1
East,476.7,24.99,0.408,49.0,0,2.96,0
South,577.7,28.45,0.608,55.0,0,1.42,0
East,656.2,34.3,0.685,22.1,0,5.72,1
North,836.1,27.79,0.825,16.7,0,10.21,0
Central,613.7,31.59,0.72,13.8,0,2.38,0
South,770.5,25.43,0.603,42.8,0,2.55,0
Central,781.9,27.38,0.861,33.4,0,3.17,0
North,585.3,29.23,0.737,40.8,0,1.32,1
North,709.2,28.61,0.634,11.9,0,1.74,1
East,583.5,25.35,0.532,18.9,1,8.66,0
South,818.3,25.23,0.939,59.4,0,2.49,0
South,715.4,30.27,0.333,37.2,1,1.58,1
South,441.4,30.84,0.913,35.6,0,2.03,1
Central,644.2,31.73,0.602,27.5,0,5.46,1
Central,867.2,32.55,0.645,17.6,1,0.75,1
Central,592.8,27.88,0.605,70.3,0,3.21,0
South,687.2,26.63,0.668,78.0,1,13.47,0
North,701.9,31.28,0.523,34.4,0,10.18,1
East,464.5,29.5,0.688,29.6,0,3.95,0
South,696.6,24.75,0.672,81.7,0,6.4,0
Central,410.9,24.61,0.771,19.4,0,6.36,0
South,526.2,28.88,0.517,23.2,0,2.5,1
North,781.4,27.0,0.831,57.6,0,4.96,0
East,673.5,27.43,0.796,22.9,0,8.69,1
East,574.3,30.5,0.654,33.0,0,1.2,0
East,687.0,29.63,0.587,4.3,1,3.95,0
Central,611.0,31.22,0.763,79.2,0,3.44,0
North,621.9,22.09,0.738,54.4,1,2.91,0
North,718.5,28.21,0.609,67.1,0,2.74,0
North,510.9,29.45,0.225,15.5,0,3.16,1
North,626.1,23.23,0.636,90.4,0,3.34,0
North,573.2,25.67,0.572,30.8,1,5.62,0
East,382.2,25.15,0.757,70.9,1,3.71,0
North,481.9,27.56,0.863,42.0,0,2.42,0
North,855.2,32.06,0.899,56.1,0,1.57,0
East,677.7,33.16,0.374,44.3,1,2.0,0
South,421.5,25.22,0.632,22.7,0,3.22,1
South,388.9,28.97,0.478,8.0,0,1.72,0
South,603.2,29.06,0.678,74.5,1,5.03,0
East,854.2,28.59,0.928,2.3,0,3.59,0
South,592.0,28.62,0.869,60.2,0,5.72,0
Central,816.0,28.35,0.225,74.5,1,1.79,0
South,672.8,32.23,0.883,10.1,0,1.58,0
Central,690.7,30.59,0.576,23.7,0,5.69,0
Central,419.6,24.53,0.787,9.0,0,2.96,1
Central,760.6,29.73,0.756,20.2,1,2.38,0
North,569.8,30.0,0.482,66.4,0,4.28,1
South,749.5,28.38,0.864,55.6,0,4.18,0
Central,497.9,30.67,0.79,50.7,0,1.2,1
North,646.6,28.03,0.69,23.9,0,6.69,0
Central,672.8,28.06,0.649,2.7,0,2.08,0
East,596.9,27.84,0.547,11.4,0,8.21,0
Central,680.7,21.85,0.761,27.5,0,1.14,0
South,580.0,27.27,0.388,13.8,0,3.34,0
East,522.6,25.63,0.614,60.7,0,2.41,0
North,860.8,24.18,0.693,92.2,0,0.75,0
South,777.3,31.52,0.696,41.8,0,4.17,1
Central,505.9,28.91,0.748,9.9,0,0.78,0
North,705.3,27.42,0.548,76.3,0,2.25,0
South,508.6,25.92,0.708,35.6,0,5.57,0
East,442.3,28.33,0.704,32.2,1,1.93,0
Central,775.1,30.28,0.542,47.9,0,1.51,0
South,364.4,25.18,0.245,11.9,0,4.57,1
Central,759.0,27.49,0.647,24.2,0,2.31,0
South,582.1,29.93,0.298,30.6,1,2.09,0
South,588.3,22.08,0.776,39.3,0,6.23,0
